"Codice comune","Comune","Totale maschi","Totale femmine","Totale"
"016225","Valgoglio","278","276","554"
"016226","Valleve","70","59","129"
"016227","Valnegra","106","92","198"
"016229","Valtorta","126","102","228"
"016230","Vedeseta","99","97","196"
"016232","Verdellino","4125","3718","7843"
"016233","Verdello","4251","3961","8212"
"016234","Vertova","2182","2275","4457"
"016235","Viadanica","565","556","1121"
"016236","Vigano San Martino","716","684","1400"
"016237","Vigolo","292","279","571"
"016238","Villa d'Adda","2254","2326","4580"
"016239","Villa d'Almè","3171","3257","6428"
"016240","Villa di Serio","3212","3278","6490"
"016241","Villa d'Ogna","871","913","1784"
"016242","Villongo","4195","3974","8169"
"016243","Vilminore di Scalve","719","704","1423"
"016244","Zandobbio","1406","1331","2737"
"016245","Zanica","4433","4406","8839"
"016246","Zogno","4259","4331","8590"
"016247","Costa Serina","479","431","910"
"016248","Algua","366","332","698"
"016249","Cornalba","163","142","305"
"016250","Medolago","1191","1190","2381"
"016251","Solza","1031","978","2009"
"016252","Sant'Omobono Terme","2003","1950","3953"
"016253","Val Brembilla","2089","2025","4114"
